,genres,user_id,user_url,playtime_forever,rank
15203,Massively Multiplayer,laerte261,http://steamcommunity.com/id/laerte261,21562,257
13545,Massively Multiplayer,76561198028154730,http://steamcommunity.com/profiles/76561198028154730,21474,258
15018,Massively Multiplayer,cyroblade,http://steamcommunity.com/id/cyroblade,21383,259
15035,Massively Multiplayer,denizyanki,http://steamcommunity.com/id/denizyanki,21336,260
14096,Massively Multiplayer,76561198083512264,http://steamcommunity.com/profiles/76561198083512264,21226,261
15303,Massively Multiplayer,oldmanjingles,http://steamcommunity.com/id/oldmanjingles,21193,262
14060,Massively Multiplayer,76561198080466065,http://steamcommunity.com/profiles/76561198080466065,21190,263
14265,Massively Multiplayer,76561198099805615,http://steamcommunity.com/profiles/76561198099805615,21161,264
14073,Massively Multiplayer,76561198081203054,http://steamcommunity.com/profiles/76561198081203054,21001,265
14219,Massively Multiplayer,76561198094044127,http://steamcommunity.com/profiles/76561198094044127,20989,266
14211,Massively Multiplayer,76561198093361154,http://steamcommunity.com/profiles/76561198093361154,20988,267
15520,Massively Multiplayer,yozaseigfuckcriprep,http://steamcommunity.com/id/yozaseigfuckcriprep,20772,268
15380,Massively Multiplayer,shiisa,http://steamcommunity.com/id/shiisa,20684,269
15253,Massively Multiplayer,minosgt,http://steamcommunity.com/id/minosgt,20676,270
15233,Massively Multiplayer,marshythemarshmallowman,http://steamcommunity.com/id/marshythemarshmallowman,20641,271
14760,Massively Multiplayer,SavviSYD,http://steamcommunity.com/id/SavviSYD,20600,272
14581,Massively Multiplayer,JZargo4Pres,http://steamcommunity.com/id/JZargo4Pres,20524,273
13850,Massively Multiplayer,76561198065863302,http://steamcommunity.com/profiles/76561198065863302,20504,274
15370,Massively Multiplayer,sensualidade,http://steamcommunity.com/id/sensualidade,20471,275
13452,Massively Multiplayer,66666669999999,http://steamcommunity.com/id/66666669999999,20468,276
15208,Massively Multiplayer,leejiajun,http://steamcommunity.com/id/leejiajun,20421,277
14215,Massively Multiplayer,76561198093797146,http://steamcommunity.com/profiles/76561198093797146,20084,278
15505,Massively Multiplayer,xKrypt0,http://steamcommunity.com/id/xKrypt0,20050,279
15207,Massively Multiplayer,leafthehusky,http://steamcommunity.com/id/leafthehusky,19956,280
14433,Massively Multiplayer,Br0wni3,http://steamcommunity.com/id/Br0wni3,19952,281
13825,Massively Multiplayer,76561198063933419,http://steamcommunity.com/profiles/76561198063933419,19927,282
14363,Massively Multiplayer,76561198183396245,http://steamcommunity.com/profiles/76561198183396245,19879,283
15431,Massively Multiplayer,tankedout,http://steamcommunity.com/id/tankedout,19820,284
14165,Massively Multiplayer,76561198089604858,http://steamcommunity.com/profiles/76561198089604858,19681,285
13861,Massively Multiplayer,76561198066582571,http://steamcommunity.com/profiles/76561198066582571,19656,286
14661,Massively Multiplayer,MilfHunterXFuckTightTeenPussy,http://steamcommunity.com/id/MilfHunterXFuckTightTeenPussy,19545,287
14827,Massively Multiplayer,ThePinkieOfAllPies,http://steamcommunity.com/id/ThePinkieOfAllPies,19447,288
13809,Massively Multiplayer,76561198062147736,http://steamcommunity.com/profiles/76561198062147736,19440,289
13562,Massively Multiplayer,76561198034247917,http://steamcommunity.com/profiles/76561198034247917,19416,290
13796,Massively Multiplayer,76561198061375427,http://steamcommunity.com/profiles/76561198061375427,19377,291
14853,Massively Multiplayer,Totesnotasexoffender,http://steamcommunity.com/id/Totesnotasexoffender,19285,292
14020,Massively Multiplayer,76561198077517025,http://steamcommunity.com/profiles/76561198077517025,19226,293
15168,Massively Multiplayer,joaoflavio,http://steamcommunity.com/id/joaoflavio,19192,294
15413,Massively Multiplayer,ssbatt,http://steamcommunity.com/id/ssbatt,19098,295
13417,Massively Multiplayer,0099654321891111,http://steamcommunity.com/id/0099654321891111,19053,296
15189,Massively Multiplayer,kierensimpson,http://steamcommunity.com/id/kierensimpson,19018,297
14432,Massively Multiplayer,BoyangBao,http://steamcommunity.com/id/BoyangBao,18981,298
14518,Massively Multiplayer,FUARFUARFUAR,http://steamcommunity.com/id/FUARFUARFUAR,18907,299
15186,Massively Multiplayer,keegan1232123,http://steamcommunity.com/id/keegan1232123,18906,300
15286,Massively Multiplayer,nogginess,http://steamcommunity.com/id/nogginess,18869,301
15101,Massively Multiplayer,giveyouagoodlink,http://steamcommunity.com/id/giveyouagoodlink,18862,302
13902,Massively Multiplayer,76561198069334653,http://steamcommunity.com/profiles/76561198069334653,18809,303
14447,Massively Multiplayer,Casper11243,http://steamcommunity.com/id/Casper11243,18733,304
14531,Massively Multiplayer,FroskTotallyNotAWeeb,http://steamcommunity.com/id/FroskTotallyNotAWeeb,18445,305
14429,Massively Multiplayer,BluTak,http://steamcommunity.com/id/BluTak,18426,306
15382,Massively Multiplayer,shockYO,http://steamcommunity.com/id/shockYO,18410,307
14717,Massively Multiplayer,PostmanPot,http://steamcommunity.com/id/PostmanPot,18332,308
14791,Massively Multiplayer,StuffAndTangs,http://steamcommunity.com/id/StuffAndTangs,18284,309
13776,Massively Multiplayer,76561198059865927,http://steamcommunity.com/profiles/76561198059865927,18188,310
15468,Massively Multiplayer,u_r_faggot,http://steamcommunity.com/id/u_r_faggot,18088,311
13427,Massively Multiplayer,1457184935981,http://steamcommunity.com/id/1457184935981,17993,312
14923,Massively Multiplayer,appletoph,http://steamcommunity.com/id/appletoph,17814,313
13793,Massively Multiplayer,76561198061057790,http://steamcommunity.com/profiles/76561198061057790,17809,314
14383,Massively Multiplayer,ANUUCHEEKIBREEKIUVDAMKI,http://steamcommunity.com/id/ANUUCHEEKIBREEKIUVDAMKI,17799,315
14912,Massively Multiplayer,aliaswabbit,http://steamcommunity.com/id/aliaswabbit,17672,316
13583,Massively Multiplayer,76561198037463290,http://steamcommunity.com/profiles/76561198037463290,17652,317
15275,Massively Multiplayer,ned279,http://steamcommunity.com/id/ned279,17552,318
14394,Massively Multiplayer,Airtay,http://steamcommunity.com/id/Airtay,17518,319
13928,Massively Multiplayer,76561198070845116,http://steamcommunity.com/profiles/76561198070845116,17486,320
14645,Massively Multiplayer,MapleB0y,http://steamcommunity.com/id/MapleB0y,17479,321
13728,Massively Multiplayer,76561198053963927,http://steamcommunity.com/profiles/76561198053963927,17472,322
13477,Massively Multiplayer,76561197993494010,http://steamcommunity.com/profiles/76561197993494010,17457,323
13967,Massively Multiplayer,76561198073245886,http://steamcommunity.com/profiles/76561198073245886,17383,324
14693,Massively Multiplayer,NocturnalPotato,http://steamcommunity.com/id/NocturnalPotato,17327,325
13811,Massively Multiplayer,76561198062628083,http://steamcommunity.com/profiles/76561198062628083,17261,326
14092,Massively Multiplayer,76561198082713613,http://steamcommunity.com/profiles/76561198082713613,17136,327
13457,Massively Multiplayer,71251241,http://steamcommunity.com/id/71251241,17094,328
13887,Massively Multiplayer,76561198068550186,http://steamcommunity.com/profiles/76561198068550186,17089,329
14692,Massively Multiplayer,NobleOfBirth,http://steamcommunity.com/id/NobleOfBirth,17010,330
13519,Massively Multiplayer,76561198017154363,http://steamcommunity.com/profiles/76561198017154363,17003,331
14691,Massively Multiplayer,NobleLegend,http://steamcommunity.com/id/NobleLegend,16985,332
14660,Massively Multiplayer,Mikinmash,http://steamcommunity.com/id/Mikinmash,16984,333
14747,Massively Multiplayer,RoleAce,http://steamcommunity.com/id/RoleAce,16974,334
13991,Massively Multiplayer,76561198074831889,http://steamcommunity.com/profiles/76561198074831889,16919,335
14203,Massively Multiplayer,76561198092819016,http://steamcommunity.com/profiles/76561198092819016,16911,336
14733,Massively Multiplayer,Rawrimaviking,http://steamcommunity.com/id/Rawrimaviking,16904,337
13458,Massively Multiplayer,76561197966764681,http://steamcommunity.com/profiles/76561197966764681,16777,338
13853,Massively Multiplayer,76561198066026014,http://steamcommunity.com/profiles/76561198066026014,16723,339
14135,Massively Multiplayer,76561198086721852,http://steamcommunity.com/profiles/76561198086721852,16576,340
15367,Massively Multiplayer,scrubnauts_,http://steamcommunity.com/id/scrubnauts_,16532,341
13747,Massively Multiplayer,76561198056693884,http://steamcommunity.com/profiles/76561198056693884,16525,342
15071,Massively Multiplayer,federige,http://steamcommunity.com/id/federige,16476,343
14295,Massively Multiplayer,76561198106618351,http://steamcommunity.com/profiles/76561198106618351,16443,344
14969,Massively Multiplayer,bringmeababytosacrifice,http://steamcommunity.com/id/bringmeababytosacrifice,16431,345
15445,Massively Multiplayer,theoneandonlyhawaii,http://steamcommunity.com/id/theoneandonlyhawaii,16375,346
14643,Massively Multiplayer,MEDSBUMM,http://steamcommunity.com/id/MEDSBUMM,16293,347
13789,Massively Multiplayer,76561198060766619,http://steamcommunity.com/profiles/76561198060766619,16210,348
15063,Massively Multiplayer,evofrex,http://steamcommunity.com/id/evofrex,16182,349
14990,Massively Multiplayer,chodelife,http://steamcommunity.com/id/chodelife,16171,350
14381,Massively Multiplayer,AFatDwarf,http://steamcommunity.com/id/AFatDwarf,16164,351
13898,Massively Multiplayer,76561198069100701,http://steamcommunity.com/profiles/76561198069100701,16163,352
13444,Massively Multiplayer,369231461278416,http://steamcommunity.com/id/369231461278416,16151,353
15430,Massively Multiplayer,talksmackgetwhacked,http://steamcommunity.com/id/talksmackgetwhacked,16093,354
14068,Massively Multiplayer,76561198080889775,http://steamcommunity.com/profiles/76561198080889775,16079,355
13798,Massively Multiplayer,76561198061618506,http://steamcommunity.com/profiles/76561198061618506,16021,356
15136,Massively Multiplayer,horizon1101,http://steamcommunity.com/id/horizon1101,16007,357
15193,Massively Multiplayer,kodell,http://steamcommunity.com/id/kodell,15940,358
13731,Massively Multiplayer,76561198054421576,http://steamcommunity.com/profiles/76561198054421576,15937,359
15194,Massively Multiplayer,kokobrainz,http://steamcommunity.com/id/kokobrainz,15879,360
13652,Massively Multiplayer,76561198045759657,http://steamcommunity.com/profiles/76561198045759657,15836,361
14611,Massively Multiplayer,KnightBlaze,http://steamcommunity.com/id/KnightBlaze,15827,362
15011,Massively Multiplayer,creamlc,http://steamcommunity.com/id/creamlc,15827,363
13659,Massively Multiplayer,76561198046002444,http://steamcommunity.com/profiles/76561198046002444,15765,364
13636,Massively Multiplayer,76561198044605552,http://steamcommunity.com/profiles/76561198044605552,15704,365
13906,Massively Multiplayer,76561198069686889,http://steamcommunity.com/profiles/76561198069686889,15698,366
13497,Massively Multiplayer,76561198007587759,http://steamcommunity.com/profiles/76561198007587759,15655,367
13424,Massively Multiplayer,12391939123,http://steamcommunity.com/id/12391939123,15636,368
15174,Massively Multiplayer,jtrkyr,http://steamcommunity.com/id/jtrkyr,15493,369
13973,Massively Multiplayer,76561198073484097,http://steamcommunity.com/profiles/76561198073484097,15442,370
14787,Massively Multiplayer,StillAliveStark,http://steamcommunity.com/id/StillAliveStark,15362,371
13528,Massively Multiplayer,76561198021745490,http://steamcommunity.com/profiles/76561198021745490,15361,372
13637,Massively Multiplayer,76561198044619788,http://steamcommunity.com/profiles/76561198044619788,15361,373
14039,Massively Multiplayer,76561198078909556,http://steamcommunity.com/profiles/76561198078909556,15306,374
14523,Massively Multiplayer,Fazler,http://steamcommunity.com/id/Fazler,15301,375
14788,Massively Multiplayer,Stnether,http://steamcommunity.com/id/Stnether,15246,376
13479,Massively Multiplayer,76561197994404273,http://steamcommunity.com/profiles/76561197994404273,15243,377
13702,Massively Multiplayer,76561198050509172,http://steamcommunity.com/profiles/76561198050509172,15233,378
15176,Massively Multiplayer,jukianinja,http://steamcommunity.com/id/jukianinja,15175,379
15355,Massively Multiplayer,rozashelz,http://steamcommunity.com/id/rozashelz,15105,380
14430,Massively Multiplayer,BlueYuY,http://steamcommunity.com/id/BlueYuY,15068,381
13503,Massively Multiplayer,76561198011714432,http://steamcommunity.com/profiles/76561198011714432,14828,382
15448,Massively Multiplayer,thewattles,http://steamcommunity.com/id/thewattles,14814,383
14399,Massively Multiplayer,Alzahar,http://steamcommunity.com/id/Alzahar,14749,384
14415,Massively Multiplayer,Azorex,http://steamcommunity.com/id/Azorex,14747,385
14765,Massively Multiplayer,ShakEnBakE,http://steamcommunity.com/id/ShakEnBakE,14725,386
15166,Massively Multiplayer,jj_teh_jetplane,http://steamcommunity.com/id/jj_teh_jetplane,14716,387
14775,Massively Multiplayer,SmiLeGaming06660,http://steamcommunity.com/id/SmiLeGaming06660,14709,388
14545,Massively Multiplayer,GoodOlDick,http://steamcommunity.com/id/GoodOlDick,14683,389
13769,Massively Multiplayer,76561198058711482,http://steamcommunity.com/profiles/76561198058711482,14668,390
15470,Massively Multiplayer,ultrabrightgaming,http://steamcommunity.com/id/ultrabrightgaming,14642,391
13685,Massively Multiplayer,76561198048996327,http://steamcommunity.com/profiles/76561198048996327,14596,392
13783,Massively Multiplayer,76561198060369859,http://steamcommunity.com/profiles/76561198060369859,14595,393
14514,Massively Multiplayer,Etoka,http://steamcommunity.com/id/Etoka,14511,394
14103,Massively Multiplayer,76561198083901617,http://steamcommunity.com/profiles/76561198083901617,14480,395
14329,Massively Multiplayer,76561198125667383,http://steamcommunity.com/profiles/76561198125667383,14392,396
14615,Massively Multiplayer,Kyuok,http://steamcommunity.com/id/Kyuok,14383,397
14128,Massively Multiplayer,76561198085792941,http://steamcommunity.com/profiles/76561198085792941,14344,398
13892,Massively Multiplayer,76561198068922744,http://steamcommunity.com/profiles/76561198068922744,14257,399
14183,Massively Multiplayer,76561198091164764,http://steamcommunity.com/profiles/76561198091164764,14222,400
13602,Massively Multiplayer,76561198041628266,http://steamcommunity.com/profiles/76561198041628266,14128,401
14491,Massively Multiplayer,DoctorZues,http://steamcommunity.com/id/DoctorZues,14034,402
13736,Massively Multiplayer,76561198054977907,http://steamcommunity.com/profiles/76561198054977907,14007,403
13422,Massively Multiplayer,123232343432555686888554456555,http://steamcommunity.com/id/123232343432555686888554456555,13988,404
14602,Massively Multiplayer,Kartoffel_,http://steamcommunity.com/id/Kartoffel_,13963,405
15225,Massively Multiplayer,maaatzbr,http://steamcommunity.com/id/maaatzbr,13949,406
14863,Massively Multiplayer,UltiEplosem,http://steamcommunity.com/id/UltiEplosem,13921,407
14726,Massively Multiplayer,QuorthonValhalla1,http://steamcommunity.com/id/QuorthonValhalla1,13909,408
15201,Massively Multiplayer,lachlantatton,http://steamcommunity.com/id/lachlantatton,13907,409
15076,Massively Multiplayer,fishymatt,http://steamcommunity.com/id/fishymatt,13838,410
14797,Massively Multiplayer,Sundazed93,http://steamcommunity.com/id/Sundazed93,13829,411
13770,Massively Multiplayer,76561198058894990,http://steamcommunity.com/profiles/76561198058894990,13721,412
14482,Massively Multiplayer,Delphaeus,http://steamcommunity.com/id/Delphaeus,13720,413
15376,Massively Multiplayer,shadimar6969,http://steamcommunity.com/id/shadimar6969,13715,414
14166,Massively Multiplayer,76561198089724894,http://steamcommunity.com/profiles/76561198089724894,13620,415
14424,Massively Multiplayer,BecauseImSAD,http://steamcommunity.com/id/BecauseImSAD,13570,416
14146,Massively Multiplayer,76561198087630045,http://steamcommunity.com/profiles/76561198087630045,13532,417
13900,Massively Multiplayer,76561198069266487,http://steamcommunity.com/profiles/76561198069266487,13405,418
14398,Massively Multiplayer,Alpha_m0use,http://steamcommunity.com/id/Alpha_m0use,13380,419
13606,Massively Multiplayer,76561198041845214,http://steamcommunity.com/profiles/76561198041845214,13276,420
15320,Massively Multiplayer,pizzadude04,http://steamcommunity.com/id/pizzadude04,13255,421
13888,Massively Multiplayer,76561198068565589,http://steamcommunity.com/profiles/76561198068565589,13225,422
13698,Massively Multiplayer,76561198050403073,http://steamcommunity.com/profiles/76561198050403073,13108,423
13610,Massively Multiplayer,76561198042400108,http://steamcommunity.com/profiles/76561198042400108,13094,424
14953,Massively Multiplayer,blackburnscout,http://steamcommunity.com/id/blackburnscout,13041,425
15368,Massively Multiplayer,seblyftw,http://steamcommunity.com/id/seblyftw,13008,426
13947,Massively Multiplayer,76561198072283303,http://steamcommunity.com/profiles/76561198072283303,12981,427
14505,Massively Multiplayer,Ehryus,http://steamcommunity.com/id/Ehryus,12973,428
14414,Massively Multiplayer,AzerTheGreat,http://steamcommunity.com/id/AzerTheGreat,12941,429
14769,Massively Multiplayer,Shtiffles,http://steamcommunity.com/id/Shtiffles,12932,430
13804,Massively Multiplayer,76561198061894340,http://steamcommunity.com/profiles/76561198061894340,12906,431
13580,Massively Multiplayer,76561198036921706,http://steamcommunity.com/profiles/76561198036921706,12894,432
13996,Massively Multiplayer,76561198075621149,http://steamcommunity.com/profiles/76561198075621149,12827,433
15487,Massively Multiplayer,watchudoin,http://steamcommunity.com/id/watchudoin,12767,434
14320,Massively Multiplayer,76561198120479313,http://steamcommunity.com/profiles/76561198120479313,12569,435
13623,Massively Multiplayer,76561198043797361,http://steamcommunity.com/profiles/76561198043797361,12554,436
14883,Massively Multiplayer,XTitanxzX,http://steamcommunity.com/id/XTitanxzX,12530,437
15107,Massively Multiplayer,gonzomeister,http://steamcommunity.com/id/gonzomeister,12485,438
15518,Massively Multiplayer,yokkiixd,http://steamcommunity.com/id/yokkiixd,12463,439
15165,Massively Multiplayer,jj44556,http://steamcommunity.com/id/jj44556,12452,440
15394,Massively Multiplayer,skyfii,http://steamcommunity.com/id/skyfii,12442,441
13655,Massively Multiplayer,76561198045904236,http://steamcommunity.com/profiles/76561198045904236,12383,442
13469,Massively Multiplayer,76561197980614542,http://steamcommunity.com/profiles/76561197980614542,12382,443
15271,Massively Multiplayer,n3rdra93,http://steamcommunity.com/id/n3rdra93,12364,444
15199,Massively Multiplayer,kylesmithy,http://steamcommunity.com/id/kylesmithy,12345,445
15133,Massively Multiplayer,hnlocks,http://steamcommunity.com/id/hnlocks,12329,446
13972,Massively Multiplayer,76561198073425601,http://steamcommunity.com/profiles/76561198073425601,12283,447
14583,Massively Multiplayer,Jamez_Hearn,http://steamcommunity.com/id/Jamez_Hearn,12236,448
13897,Massively Multiplayer,76561198069062368,http://steamcommunity.com/profiles/76561198069062368,12211,449
15357,Massively Multiplayer,saltYplayZ,http://steamcommunity.com/id/saltYplayZ,12201,450
13757,Massively Multiplayer,76561198057631298,http://steamcommunity.com/profiles/76561198057631298,12142,451
14249,Massively Multiplayer,76561198097227741,http://steamcommunity.com/profiles/76561198097227741,12113,452
14789,Massively Multiplayer,Streakyal8tr,http://steamcommunity.com/id/Streakyal8tr,12103,453
14820,Massively Multiplayer,TheGodOfDoritoesmountaindee,http://steamcommunity.com/id/TheGodOfDoritoesmountaindee,12098,454
15056,Massively Multiplayer,elektro_haus,http://steamcommunity.com/id/elektro_haus,12082,455
14686,Massively Multiplayer,NecroTed,http://steamcommunity.com/id/NecroTed,12076,456
14568,Massively Multiplayer,IG_Decay,http://steamcommunity.com/id/IG_Decay,12075,457
14238,Massively Multiplayer,76561198095921854,http://steamcommunity.com/profiles/76561198095921854,12072,458
14021,Massively Multiplayer,76561198077528839,http://steamcommunity.com/profiles/76561198077528839,12048,459
14950,Massively Multiplayer,birodocorta,http://steamcommunity.com/id/birodocorta,12020,460
15020,Massively Multiplayer,daAresinger,http://steamcommunity.com/id/daAresinger,12005,461
13876,Massively Multiplayer,76561198068086235,http://steamcommunity.com/profiles/76561198068086235,11914,462
14297,Massively Multiplayer,76561198107130734,http://steamcommunity.com/profiles/76561198107130734,11824,463
14104,Massively Multiplayer,76561198083993063,http://steamcommunity.com/profiles/76561198083993063,11822,464
14805,Massively Multiplayer,TXVExterminator,http://steamcommunity.com/id/TXVExterminator,11822,465
14401,Massively Multiplayer,AnOfficialPanda,http://steamcommunity.com/id/AnOfficialPanda,11781,466
13614,Massively Multiplayer,76561198043112708,http://steamcommunity.com/profiles/76561198043112708,11732,467
13486,Massively Multiplayer,76561197998873955,http://steamcommunity.com/profiles/76561197998873955,11707,468
13508,Massively Multiplayer,76561198012514677,http://steamcommunity.com/profiles/76561198012514677,11704,469
13890,Massively Multiplayer,76561198068676686,http://steamcommunity.com/profiles/76561198068676686,11696,470
14449,Massively Multiplayer,Cerater,http://steamcommunity.com/id/Cerater,11689,471
13716,Massively Multiplayer,76561198051837130,http://steamcommunity.com/profiles/76561198051837130,11630,472
14821,Massively Multiplayer,TheGoodMister,http://steamcommunity.com/id/TheGoodMister,11617,473
15017,Massively Multiplayer,cyberpunkone,http://steamcommunity.com/id/cyberpunkone,11607,474
13689,Massively Multiplayer,76561198049578952,http://steamcommunity.com/profiles/76561198049578952,11596,475
14345,Massively Multiplayer,76561198142784247,http://steamcommunity.com/profiles/76561198142784247,11565,476
14263,Massively Multiplayer,76561198099337899,http://steamcommunity.com/profiles/76561198099337899,11551,477
14983,Massively Multiplayer,caseyshi247,http://steamcommunity.com/id/caseyshi247,11508,478
13753,Massively Multiplayer,76561198057347539,http://steamcommunity.com/profiles/76561198057347539,11484,479
13656,Massively Multiplayer,76561198045926585,http://steamcommunity.com/profiles/76561198045926585,11449,480
14251,Massively Multiplayer,76561198097347172,http://steamcommunity.com/profiles/76561198097347172,11409,481
14200,Massively Multiplayer,76561198092431676,http://steamcommunity.com/profiles/76561198092431676,11300,482
13729,Massively Multiplayer,76561198054143602,http://steamcommunity.com/profiles/76561198054143602,11285,483
15214,Massively Multiplayer,llxUnknownxll,http://steamcommunity.com/id/llxUnknownxll,11216,484
14136,Massively Multiplayer,76561198086846878,http://steamcommunity.com/profiles/76561198086846878,11196,485
14511,Massively Multiplayer,ElvishClock,http://steamcommunity.com/id/ElvishClock,11148,486
13530,Massively Multiplayer,76561198023903233,http://steamcommunity.com/profiles/76561198023903233,11144,487
14286,Massively Multiplayer,76561198105110458,http://steamcommunity.com/profiles/76561198105110458,11140,488
13866,Massively Multiplayer,76561198066916378,http://steamcommunity.com/profiles/76561198066916378,11134,489
14932,Massively Multiplayer,bails121,http://steamcommunity.com/id/bails121,11112,490
13434,Massively Multiplayer,246823,http://steamcommunity.com/id/246823,11107,491
15072,Massively Multiplayer,fieryclockwork,http://steamcommunity.com/id/fieryclockwork,11035,492
15160,Massively Multiplayer,jeebusduck,http://steamcommunity.com/id/jeebusduck,11023,493
13568,Massively Multiplayer,76561198035363871,http://steamcommunity.com/profiles/76561198035363871,10992,494
14025,Massively Multiplayer,76561198077787409,http://steamcommunity.com/profiles/76561198077787409,10989,495
14656,Massively Multiplayer,MegaMario48,http://steamcommunity.com/id/MegaMario48,10962,496
14448,Massively Multiplayer,CatKawaii,http://steamcommunity.com/id/CatKawaii,10924,497
14903,Massively Multiplayer,_nUCKK,http://steamcommunity.com/id/_nUCKK,10899,498
14930,Massively Multiplayer,av28,http://steamcommunity.com/id/av28,10891,499
13438,Massively Multiplayer,2spooky,http://steamcommunity.com/id/2spooky,10886,500
14599,Massively Multiplayer,K33mstar,http://steamcommunity.com/id/K33mstar,10877,501
14352,Massively Multiplayer,76561198159891952,http://steamcommunity.com/profiles/76561198159891952,10861,502
15316,Massively Multiplayer,phrostb,http://steamcommunity.com/id/phrostb,10840,503
14753,Massively Multiplayer,SN1P3R061099,http://steamcommunity.com/id/SN1P3R061099,10817,504
15026,Massively Multiplayer,darrylkerrigan,http://steamcommunity.com/id/darrylkerrigan,10809,505
15120,Massively Multiplayer,hemcom,http://steamcommunity.com/id/hemcom,10789,506
13924,Massively Multiplayer,76561198070697304,http://steamcommunity.com/profiles/76561198070697304,10784,507
14800,Massively Multiplayer,SuperNovaDeath,http://steamcommunity.com/id/SuperNovaDeath,10736,508
14048,Massively Multiplayer,76561198079521138,http://steamcommunity.com/profiles/76561198079521138,10704,509
14957,Massively Multiplayer,blu3bulsi3,http://steamcommunity.com/id/blu3bulsi3,10679,510
14388,Massively Multiplayer,AgentXiri,http://steamcommunity.com/id/AgentXiri,10666,511
15373,Massively Multiplayer,sergei_from_kazakhstan,http://steamcommunity.com/id/sergei_from_kazakhstan,10635,512
15051,Massively Multiplayer,eamonflame,http://steamcommunity.com/id/eamonflame,10609,513
14428,Massively Multiplayer,Blood_and_Bone,http://steamcommunity.com/id/Blood_and_Bone,10597,514
15350,Massively Multiplayer,riotjapan,http://steamcommunity.com/id/riotjapan,10568,515
14195,Massively Multiplayer,76561198092227136,http://steamcommunity.com/profiles/76561198092227136,10565,516
14452,Massively Multiplayer,Chinnigan,http://steamcommunity.com/id/Chinnigan,10529,517
13955,Massively Multiplayer,76561198072591408,http://steamcommunity.com/profiles/76561198072591408,10490,518
13982,Massively Multiplayer,76561198074231147,http://steamcommunity.com/profiles/76561198074231147,10432,519
13609,Massively Multiplayer,76561198042220203,http://steamcommunity.com/profiles/76561198042220203,10402,520
14056,Massively Multiplayer,76561198080354888,http://steamcommunity.com/profiles/76561198080354888,10401,521
13504,Massively Multiplayer,76561198011923340,http://steamcommunity.com/profiles/76561198011923340,10390,522
14779,Massively Multiplayer,Spoder_XaXX,http://steamcommunity.com/id/Spoder_XaXX,10353,523
13418,Massively Multiplayer,1011001,http://steamcommunity.com/id/1011001,10322,524
13598,Massively Multiplayer,76561198041122979,http://steamcommunity.com/profiles/76561198041122979,10319,525
15279,Massively Multiplayer,niallpls,http://steamcommunity.com/id/niallpls,10319,526
14943,Massively Multiplayer,beepsiren,http://steamcommunity.com/id/beepsiren,10318,527
14081,Massively Multiplayer,76561198081966701,http://steamcommunity.com/profiles/76561198081966701,10280,528
13502,Massively Multiplayer,76561198011303167,http://steamcommunity.com/profiles/76561198011303167,10279,529
13420,Massively Multiplayer,120488700,http://steamcommunity.com/id/120488700,10244,530
15443,Massively Multiplayer,theloversagony,http://steamcommunity.com/id/theloversagony,10222,531
15496,Massively Multiplayer,whydafaqareyoustalkingme,http://steamcommunity.com/id/whydafaqareyoustalkingme,10186,532
14895,Massively Multiplayer,ZONEcold,http://steamcommunity.com/id/ZONEcold,10178,533
14982,Massively Multiplayer,carlixx766,http://steamcommunity.com/id/carlixx766,10175,534
14121,Massively Multiplayer,76561198085227041,http://steamcommunity.com/profiles/76561198085227041,10138,535
14380,Massively Multiplayer,ADSKILLER,http://steamcommunity.com/id/ADSKILLER,10108,536
13657,Massively Multiplayer,76561198045959168,http://steamcommunity.com/profiles/76561198045959168,10068,537
13471,Massively Multiplayer,76561197981374310,http://steamcommunity.com/profiles/76561197981374310,10064,538
15123,Massively Multiplayer,heyhenry,http://steamcommunity.com/id/heyhenry,10060,539
14188,Massively Multiplayer,76561198091788480,http://steamcommunity.com/profiles/76561198091788480,10035,540
13744,Massively Multiplayer,76561198056474589,http://steamcommunity.com/profiles/76561198056474589,9970,541
14730,Massively Multiplayer,RaikoSurik,http://steamcommunity.com/id/RaikoSurik,9927,542
14254,Massively Multiplayer,76561198097908877,http://steamcommunity.com/profiles/76561198097908877,9903,543
14513,Massively Multiplayer,EnergeticMooMoo,http://steamcommunity.com/id/EnergeticMooMoo,9860,544
14055,Massively Multiplayer,76561198080135161,http://steamcommunity.com/profiles/76561198080135161,9772,545
14405,Massively Multiplayer,ApexAustralia,http://steamcommunity.com/id/ApexAustralia,9764,546
14012,Massively Multiplayer,76561198076683773,http://steamcommunity.com/profiles/76561198076683773,9746,547
13960,Massively Multiplayer,76561198072778927,http://steamcommunity.com/profiles/76561198072778927,9743,548
15268,Massively Multiplayer,myassisgreen,http://steamcommunity.com/id/myassisgreen,9730,549
14857,Massively Multiplayer,Turk101,http://steamcommunity.com/id/Turk101,9713,550
15222,Massively Multiplayer,luizmce,http://steamcommunity.com/id/luizmce,9697,551
14149,Massively Multiplayer,76561198088045830,http://steamcommunity.com/profiles/76561198088045830,9684,552
14993,Massively Multiplayer,chuckmorris25,http://steamcommunity.com/id/chuckmorris25,9676,553
15340,Massively Multiplayer,ramphastidae,http://steamcommunity.com/id/ramphastidae,9647,554
13625,Massively Multiplayer,76561198044026724,http://steamcommunity.com/profiles/76561198044026724,9629,555
14609,Massively Multiplayer,KingofGoats,http://steamcommunity.com/id/KingofGoats,9623,556
13591,Massively Multiplayer,76561198039050385,http://steamcommunity.com/profiles/76561198039050385,9576,557
