url,id,genres,tags,specs,price
http://store.steampowered.com/app/470170/Evangeline/,470170,no info available,indie  walking simulator  story rich  short,singleplayer  full controller support  commentary available  htc vive  oculus rift  gamepad  keyboard / mouse  seated,7.99
http://store.steampowered.com/app/378521/Homefront_The_Revolution__The_Combat_Stimulant_Pack/,378521,action  adventure,action  adventure,singleplayer  coop  online coop  downloadable content  full controller support,2.99
http://store.steampowered.com/app/405440/Ares_Omega/,405440,action  indie  rpg,action  indie  rpg,singleplayer  steam achievements  full controller support  steam trading cards,0.99
http://store.steampowered.com/app/450740/Mind_Unleashed/,450740,no info available,indie  action  vr  fps  scifi  atmospheric  futuristic  firstperson  arena shooter,singleplayer  steam trading cards  partial controller support  htc vive  oculus rift  gamepad  keyboard / mouse  seated,2.99
http://store.steampowered.com/app/751750/4in1_IQ_Scale_Bundle/,751750,indie,indie,singleplayer  steam cloud  stats,7.99
http://store.steampowered.com/app/466660/Stash/,466660,adventure  free to play  indie  massively multiplayer  rpg,massively multiplayer  adventure  rpg  indie  free to play  multiplayer  crafting  building  mmorpg  turnbased combat  turnbased  open world  turnbased tactics  strategy  tactical  fantasy  sandbox  hack and slash  turnbased strategy  strategy rpg,multiplayer  online multiplayer  mmo  coop  online coop  crossplatform multiplayer  steam trading cards,Free To Play
http://store.steampowered.com/app/578320/Dark_Parables_Jack_and_the_Sky_Kingdom_Collectors_Edition/,578320,adventure  casual,adventure  casual  hidden object,singleplayer  steam trading cards,9.99
http://store.steampowered.com/app/256552/BR_Class_31_Ochre_Addon_Livery/,256552,simulation,simulation,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  steam leaderboards,4.99
http://store.steampowered.com/app/320350/RER2_Episode_Three_Judgment/,320350,action  adventure,action  adventure,singleplayer  coop  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,5.99
http://store.steampowered.com/app/551110/WayOut/,551110,casual  indie,indie  casual  puzzle  singleplayer  difficult  strategy  atmospheric  minimalist  relaxing  stylized  2d  replay value  family friendly  abstract  simulation  topdown  sandbox  open world  surreal  point & click,singleplayer  steam achievements  steam trading cards  steam cloud,0.99
http://store.steampowered.com/app/275100/Shelter_2/,275100,adventure  casual  indie,survival  open world  adventure  simulation  cute  atmospheric  indie  singleplayer  great soundtrack  female protagonist  casual  realistic  exploration  story rich  relaxing  family friendly  action  third person  walking simulator,singleplayer  steam achievements  full controller support  steam trading cards,14.99
http://store.steampowered.com/app/650241/Lost_Dimension_GIFTEXP_Bundle/,650241,rpg  strategy,strategy  rpg,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud,0.99
http://store.steampowered.com/app/754660/Warface__Battle_Royale/,754660,action  free to play  massively multiplayer,free to play  massively multiplayer  action,multiplayer  mmo  coop  downloadable content  steam achievements  steam trading cards  inapp purchases,Free To Play
http://store.steampowered.com/app/525390/8bit_Sound_Pack_by_JOEDOWN/,525390,audio production,audio production,singleplayer  downloadable content,9.99
http://store.steampowered.com/app/468750/The_Expendables_3/,468750,no info available,movie  actionadventure,captions available,3.99
http://store.steampowered.com/app/289022/GRID_Autosport__Sprint_Pack/,289022,racing  sports,racing  sports,downloadable content  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,5.99
http://store.steampowered.com/app/505120/Valentino_Rossi_The_Game_Compact/,505120,racing  simulation  sports,simulation  racing  sports,singleplayer  multiplayer  shared/split screen  steam achievements  partial controller support  steam cloud,9.99
http://store.steampowered.com/app/491350/Way_of_the_Red/,491350,action  adventure  indie,adventure  indie  action  pixel graphics  2d  platformer,singleplayer  steam achievements  full controller support  steam trading cards,3.99
http://store.steampowered.com/app/505650/Galaxy_Reavers_Cruiser_DLC/,505650,free to play  strategy,free to play  strategy,singleplayer  downloadable content  steam achievements,Free To Play
http://store.steampowered.com/app/702990/The_Surge_A_Walk_in_the_Park_DLC/,702990,action  rpg,action  rpg  violent,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud,14.99
http://store.steampowered.com/app/736330/Fidget_Spinner_Editor__Expansion_Pack_1/,736330,action  adventure  casual  indie  simulation  sports  strategy,strategy  action  adventure  indie  casual  simulation  sports,singleplayer  downloadable content,0.99
http://store.steampowered.com/app/284700/C9_Steam_Beginners_Package/,284700,action  free to play  massively multiplayer  rpg,action  free to play  rpg  massively multiplayer,multiplayer  mmo  downloadable content,34.99
http://store.steampowered.com/app/654176/Blacksquad__M4_CUSTOM_FIRST_RELEASE_PACKAGE/,654176,action  free to play,action  gore  violent  free to play,multiplayer  downloadable content  inapp purchases,24.99
http://store.steampowered.com/app/454250/The_Eyes_of_Ara/,454250,adventure  indie,adventure  indie  puzzle  atmospheric  mystery  great soundtrack  point & click  hidden object  firstperson,singleplayer  steam achievements  steam trading cards  steam cloud,14.99
http://store.steampowered.com/app/740720/Masked_and_Mysterious/,740720,indie,indie  singleplayer  horror  firstperson  survival  silent protagonist,singleplayer,9.99
http://store.steampowered.com/app/686280/Fernbus_Simulator__Usedom/,686280,simulation,simulation,singleplayer  downloadable content  steam achievements  steam workshop  partial controller support  steam leaderboards,Free
http://store.steampowered.com/app/700740/Teenage_Mutant_Ninja_Turtles_Portal_Power/,700740,action,action  arcade  beat 'em up  cartoon  fighting,singleplayer  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,19.99
http://store.steampowered.com/app/16720/Velvet_Assassin/,16720,action,stealth  action  female protagonist  third person  world war ii  singleplayer  atmospheric  thirdperson shooter  historical  assassin  adventure,singleplayer  partial controller support,4.99
http://store.steampowered.com/app/344450/Goat_Simulator_GoatZ/,344450,casual  indie  simulation,zombies  simulation  funny  indie  survival  casual  open world  horror  adventure  action  multiplayer  third person  comedy  singleplayer  atmospheric  family friendly  crafting  sandbox  memes  free to play,singleplayer  shared/split screen  downloadable content  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  steam leaderboards  includes level editor,4.99
http://store.steampowered.com/app/277830/Batman_Arkham_Origins__Cold_Cold_Heart/,277830,action  adventure,action  adventure  batman  open world,singleplayer  multiplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,9.99
http://store.steampowered.com/app/691580/Maggies_Movies__Camera_Action/,691580,adventure  casual  indie  simulation,adventure  indie  casual  simulation,singleplayer  steam achievements,12.99
http://store.steampowered.com/app/464590/Order_of_Battle_US_Pacific/,464590,simulation  strategy,strategy  simulation,singleplayer  multiplayer  downloadable content  steam achievements  steam trading cards  includes level editor,19.99
http://store.steampowered.com/app/625870/FreeStyleFootball__Card_Pack_ST/,625870,action  casual  free to play  indie  sports,action  free to play  indie  casual  sports,singleplayer  multiplayer  online multiplayer  mmo  coop  online coop  downloadable content  partial controller support,9.99
http://store.steampowered.com/app/457810/Sky_to_Fly_Soulless_Leviathan/,457810,action  adventure  indie  racing  simulation  sports,racing  action  indie  adventure  simulation  sports  steampunk,singleplayer  steam trading cards,3.99
http://store.steampowered.com/app/367800/Diamond_Deeps/,367800,action  casual  indie,casual  action  indie,singleplayer  steam achievements  full controller support  includes level editor,4.99
http://store.steampowered.com/app/287600/Sunset/,287600,adventure  casual  indie  simulation,walking simulator  indie  casual  female protagonist  adventure  simulation  villain protagonist  exploration  romance  kickstarter  story rich  singleplayer,singleplayer  steam achievements  full controller support  steam trading cards,19.99
http://store.steampowered.com/app/216459/Gotham_City_Impostors_Free_to_Play_Premium_Card_Pack_4/,216459,action,action,multiplayer  downloadable content  steam achievements  steam cloud  valve anticheat enabled  stats  steam leaderboards,1.99
http://store.steampowered.com/app/372280/Asguaard__Deluxe_Contents/,372280,adventure  casual  indie  rpg,adventure  rpg  indie  casual,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud,5.99
http://store.steampowered.com/app/712770/Just_A_Dream/,712770,action  free to play  indie,indie  action  free to play,singleplayer,Free to Play
http://store.steampowered.com/app/236490/Hexodius/,236490,action  indie,action  indie,singleplayer  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,9.99
http://store.steampowered.com/app/539640/Racecario/,539640,free to play  massively multiplayer  racing,free to play  racing  massively multiplayer,singleplayer  online multiplayer  mmo  crossplatform multiplayer  steam achievements  steam trading cards  partial controller support,Free To Play
http://store.steampowered.com/app/287140/Selfie__Sisters_of_the_Amniotic_Lens/,287140,adventure  casual  indie  massively multiplayer  simulation,indie  simulation  casual  massively multiplayer  adventure,singleplayer  multiplayer  mmo  steam trading cards,4.99
http://store.steampowered.com/app/301249/Fantasy_Grounds__SW_Savage_Tales_1_Privateers_Bounty/,301249,indie  rpg,rpg  indie  turnbased  fantasy  story rich  online coop,multiplayer  coop  crossplatform multiplayer  downloadable content  steam workshop,4.99
http://store.steampowered.com/app/345140/Crystal_Rift/,345140,no info available,adventure  indie  dungeon crawler  rpg  gridbased movement  vr  singleplayer  horror  firstperson  puzzle  action  atmospheric  level editor  kickstarter  great soundtrack  strategy  roguelike  classic,singleplayer  full controller support  includes level editor  htc vive  oculus rift  tracked motion controllers  gamepad  keyboard / mouse  seated  standing  roomscale,9.99
http://store.steampowered.com/app/439690/Good_Robot_Soundtrack/,439690,action  indie  rpg,action  rpg  indie,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  captions available  steam cloud,4.99
http://store.steampowered.com/app/351270/Pixel_ru_Demo/,351270,action  indie  strategy,strategy  action  indie,singleplayer  game demo  captions available  partial controller support  steam cloud  includes level editor,Cooming Soon
http://store.steampowered.com/app/58610/Wargame_European_Escalation/,58610,strategy,strategy  rts  military  cold war  wargame  realistic  real time tactics  alternate history  war  action  simulation  singleplayer  multiplayer  realtime  tactical,singleplayer  multiplayer  steam achievements  valve anticheat enabled,9.99
http://store.steampowered.com/app/619310/Ways_of_History/,619310,free to play  indie  massively multiplayer  strategy,free to play  strategy  massively multiplayer  indie  multiplayer,multiplayer  online multiplayer  mmo  coop  online coop  crossplatform multiplayer  steam trading cards  inapp purchases  steam cloud,Free To Play
http://store.steampowered.com/app/689430/Hide_and_Seek__Workout_Headband/,689430,casual  free to play  indie,indie  casual  free to play,multiplayer  online multiplayer  coop  online coop  downloadable content  stats,Free
http://store.steampowered.com/app/629620/Ruin_of_the_Reckless__Soundtrack/,629620,action  adventure  indie  rpg  strategy,strategy  action  adventure  rpg  indie,singleplayer  coop  local coop  shared/split screen  downloadable content  full controller support  steam trading cards  steam cloud,4.99
http://store.steampowered.com/app/693625/Hide_and_Seek__Poop_Hat/,693625,casual  free to play  indie,free to play  indie  casual,multiplayer  online multiplayer  coop  online coop  downloadable content,1.99
http://store.steampowered.com/app/508670/Aircraft_War_X/,508670,action  indie  simulation,indie  action  simulation,singleplayer  steam trading cards,2.99
http://store.steampowered.com/app/436490/Firebird__La_Peri/,436490,no info available,adventure  indie  vr,singleplayer  steam achievements  steam trading cards  htc vive  oculus rift  windows mixed reality  tracked motion controllers  standing  roomscale,6.99
http://store.steampowered.com/app/510410/Cogs_and_Cowboys/,510410,no info available,early access  action  adventure  vr,singleplayer  htc vive  tracked motion controllers  roomscale,5.99
http://store.steampowered.com/app/24055/Train_Simulator_Fort_Kent_to_Eagle_Lake_Route_AddOn/,24055,simulation,simulation,singleplayer  downloadable content,19.99
http://store.steampowered.com/app/740740/CRUSH__SQUASH/,740740,action,action,singleplayer,6.99
http://store.steampowered.com/app/721130/Marvel_vs_Capcom_Infinite__Gamora_Classic_Costume/,721130,action,action,singleplayer  multiplayer  online multiplayer  downloadable content  steam achievements  full controller support  inapp purchases  steam cloud  stats  steam leaderboards,3.99
http://store.steampowered.com/app/450200/After_Dark_Horrorfest_4_The_Graves/,450200,no info available,movie  supernatural  adventure  horror  thriller,captions available,3.99
http://store.steampowered.com/app/448350/Case_8/,448350,adventure  indie,adventure  indie  horror,singleplayer  steam trading cards,3.99
http://store.steampowered.com/app/368800/Apocalypse_Partys_Over/,368800,action  indie,action  indie  funny  dark humor  2d  side scroller  nudity  beat 'em up,singleplayer  local coop  shared/split screen  steam achievements  full controller support  steam trading cards  steam cloud  stats  steam leaderboards,4.99
http://store.steampowered.com/app/437890/AuroraRL/,437890,action  adventure  indie  rpg  strategy  early access,early access  indie  adventure  rpg  action  strategy  roguelike  open world  comedy  space  pixel graphics,singleplayer  steam achievements  steam trading cards,4.99
http://store.steampowered.com/app/721750/Jam_Studio_VR__David_Ellefson_Metal_Factory/,721750,casual,casual,singleplayer  downloadable content  inapp purchases  partial controller support,7.99
http://store.steampowered.com/app/440650/Niche__a_genetics_survival_game/,440650,indie  simulation  strategy,strategy  simulation  survival  indie  cute  science  god game  singleplayer  sandbox  procedural generation  turnbased  exploration  turnbased strategy  management  crowdfunded  kickstarter  roguelike  roguelite  education  family friendly,singleplayer  steam achievements  steam trading cards  steam cloud,17.99
http://store.steampowered.com/app/407920/Contagion_OST/,407920,action  adventure  indie,indie  action  adventure,singleplayer  multiplayer  coop  shared/split screen  downloadable content  full controller support  steam trading cards  steam workshop  steam cloud,1.99
http://store.steampowered.com/app/73036/Magicka_The_Watchtower/,73036,action  rpg,rpg  action,singleplayer  multiplayer  coop  shared/split screen  downloadable content,1.99
http://store.steampowered.com/app/206131/Rocksmith__The_Police__Roxanne/,206131,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content,2.99
http://store.steampowered.com/app/395580/Inventioneers/,395580,casual,casual  puzzle,singleplayer  multiplayer  crossplatform multiplayer  steam achievements  steam trading cards  includes level editor,6.99
http://store.steampowered.com/app/216331/Sleeping_Dogs_Square_Enix_Character_Pack/,216331,action  adventure,action  adventure,singleplayer  downloadable content  steam achievements  partial controller support,1.99
http://store.steampowered.com/app/410670/Suits_A_Business_RPG/,410670,action  adventure  indie  rpg,rpg  indie  adventure  action  rpgmaker,singleplayer  steam achievements  steam trading cards  partial controller support,0.99
http://store.steampowered.com/app/293240/Cosmochoria/,293240,action  adventure  indie  strategy,indie  action  adventure  space  twin stick shooter  strategy  roguelite  cute  casual  2d,singleplayer  steam achievements  steam trading cards  partial controller support  steam cloud,9.99
http://store.steampowered.com/app/387850/Airport_Madness_4/,387850,adventure,adventure  simulation,singleplayer  steam achievements  steam trading cards,9.99
http://store.steampowered.com/app/600660/Kimmy/,600660,indie,indie  visual novel  female protagonist,singleplayer  steam cloud,9.99
http://store.steampowered.com/app/321472/Euro_Fishing_Le_Lac_dor/,321472,simulation  sports,simulation  sports,singleplayer  online multiplayer  downloadable content  steam achievements  full controller support,10.99
http://store.steampowered.com/app/368860/Garbage_Day/,368860,action  indie  early access,early access  action  sandbox  indie  open world  firstperson  shooter  singleplayer  funny  gore  fps  free to play,singleplayer,14.99
http://store.steampowered.com/app/670590/Alexander_Character_for_Occult_Raise/,670590,adventure  casual  indie  rpg  strategy,strategy  adventure  rpg  indie  casual,singleplayer  downloadable content  captions available  partial controller support,2.99
http://store.steampowered.com/app/34274/Ecco_the_Dolphin/,34274,action,action  classic  underwater  2d  adventure  1990's  atmospheric  difficult  singleplayer  retro  horror,singleplayer  partial controller support,2.99
http://store.steampowered.com/app/560580/Siralim_2__Trials_of_the_Gods_Expansion/,560580,indie  rpg,rpg  indie,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards,Free
http://store.steampowered.com/app/16300/Everyday_Shooter/,16300,indie  casual,indie  casual  twin stick shooter  shooter  music  great soundtrack  shoot 'em up,singleplayer  partial controller support,9.99
http://store.steampowered.com/app/17100/Children_of_the_Nile_Enhanced_Edition/,17100,strategy  simulation,city builder  historical  management  simulation  strategy  sandbox  resource management,singleplayer  steam achievements,7.99
http://store.steampowered.com/app/444611/Unhack_2__Digital_artbook/,444611,indie,indie,singleplayer  downloadable content,2.99
http://store.steampowered.com/app/442052/Just_Cause_3_DLC_Reaper_Missile_Mech/,442052,action  adventure,action  adventure,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards,4.99
http://store.steampowered.com/app/273960/Mechs__Mercs_Black_Talons/,273960,action  indie  simulation  strategy,strategy  action  indie  simulation  rts  real time tactics  mechs,singleplayer  steam achievements  steam trading cards,9.99
http://store.steampowered.com/app/509634/Rocksmith_2014_Edition__Remastered__Shinedown__Simple_Man/,509634,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,2.99
http://store.steampowered.com/app/260160/The_Last_Tinker_City_of_Colors/,260160,action  adventure  indie,adventure  indie  action  singleplayer  family friendly  colorful  3d platformer  platformer,singleplayer  steam achievements  steam trading cards  captions available  partial controller support  steam cloud,19.99
http://store.steampowered.com/app/717020/Drosoph_Hotel/,717020,adventure  indie  simulation  strategy  early access,early access  strategy  indie  simulation  adventure,singleplayer  steam achievements,15.99
http://store.steampowered.com/app/431191/Dinosaur_Hunt__Giant_Spiders_Hunter_Expansion_Pack/,431191,action  adventure  indie  simulation,action  adventure  indie  simulation,singleplayer  multiplayer  coop  downloadable content  steam achievements  full controller support  steam trading cards  steam leaderboards,0.99
http://store.steampowered.com/app/208798/Tomb_Raider_JAGD_P22G/,208798,action  adventure,action  adventure,singleplayer  multiplayer  downloadable content  steam achievements  full controller support,0.99
http://store.steampowered.com/app/578470/Break_Time/,578470,no info available,indie  action  casual  simulation  vr,singleplayer  steam achievements  steam leaderboards  htc vive  tracked motion controllers  seated  standing  roomscale,Free
http://store.steampowered.com/app/449160/Land_it_Rocket/,449160,action  adventure  casual  indie,action  adventure  indie  casual,singleplayer  full controller support,2.99
http://store.steampowered.com/app/521300/The_Electric_Shocktopus/,521300,action  indie  simulation,indie  simulation  action  education  platformer  physics  science  level editor  singleplayer  puzzleplatformer  2d,singleplayer,5.99
http://store.steampowered.com/app/24800/Command__Conquer_Red_Alert_3__Uprising/,24800,strategy,strategy  rts  base building  singleplayer  multiplayer  action  war  scifi  alternate history  fmv  coop,singleplayer,19.99
http://store.steampowered.com/app/116100/Super_Toy_Cars/,116100,indie  racing,racing  indie  multiplayer  local multiplayer  arcade,singleplayer  multiplayer  shared/split screen  steam achievements  steam trading cards  steam workshop  partial controller support  steam cloud  stats  steam leaderboards  includes level editor,9.99
http://store.steampowered.com/app/671270/Stophat/,671270,casual  indie,indie  casual,singleplayer  steam achievements,0.99
http://store.steampowered.com/app/667800/Loco_Dojo/,667800,no info available,action  indie  casual  vr,singleplayer  online multiplayer  crossplatform multiplayer  steam achievements  steamvr collectibles  stats  htc vive  oculus rift  windows mixed reality  tracked motion controllers  standing  roomscale,19.99
http://store.steampowered.com/app/209190/Stealth_Bastard_Deluxe/,209190,action  indie,stealth  platformer  indie  puzzle  action  singleplayer  2d  gamemaker  fastpaced  difficult  great soundtrack  pixel graphics  puzzleplatformer  level editor,singleplayer  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,9.99
http://store.steampowered.com/app/447270/IKEA_VR_Experience/,447270,no info available,free to play  vr  firstperson  family friendly  simulation  sexual content  choices matter  atmospheric  singleplayer  rpg  cute  tactical  classic  surreal  casual  replay value  online coop  jrpg  sandbox  puzzle,singleplayer  htc vive  tracked motion controllers  roomscale,Free
http://store.steampowered.com/app/454140/First_Person_Tennis__The_Real_Tennis_Simulator/,454140,no info available,early access  casual  sports  indie  simulation  action  vr,singleplayer  local multiplayer  shared/split screen  full controller support  htc vive  oculus rift  windows mixed reality  tracked motion controllers  keyboard / mouse  roomscale,24.99
http://store.steampowered.com/app/551780/Dating_Lessons/,551780,no info available,education,steam workshop  htc vive  oculus rift  tracked motion controllers  seated,9.99
http://store.steampowered.com/app/702410/EightMinute_Empire_Mountains/,702410,casual  indie  strategy,indie  strategy  casual,singleplayer  multiplayer  online multiplayer  local multiplayer  shared/split screen  crossplatform multiplayer  downloadable content,2.99
http://store.steampowered.com/app/741160/Fantasy_Grounds__Pathfinder_RPG__Strange_Aeons_AP_4_The_Whisper_Out_of_Time_PFRPG/,741160,indie  rpg  strategy,strategy  rpg  indie  turnbased  fantasy  online coop  software  utilities  partybased rpg  story rich  lovecraftian,multiplayer  coop  crossplatform multiplayer  downloadable content,24.99
http://store.steampowered.com/app/485160/Black_Hole_Hazard/,485160,action  indie,action  indie  platformer  2d  great soundtrack  difficult  time attack  puzzleplatformer,singleplayer  steam achievements  steam trading cards  steam cloud  steam leaderboards,4.99
http://store.steampowered.com/app/505510/Fantasy_Grounds__AAW_Map_Pack_Collection_IV/,505510,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,29.99
http://store.steampowered.com/app/336210/Just_Death/,336210,action  indie  early access,early access  action  indie,singleplayer  multiplayer  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  stats  steam leaderboards  includes level editor,14.99
http://store.steampowered.com/app/477941/BlackShot__Green_Pack/,477941,action  casual  free to play,free to play  casual  action,multiplayer  mmo  downloadable content  steam achievements  steam trading cards  inapp purchases,4.99
http://store.steampowered.com/app/464880/Stars_in_Shadow/,464880,indie  strategy,4x  strategy  turnbased strategy  indie  turnbased combat  space  scifi  turnbased  turnbased tactics,singleplayer,24.99
http://store.steampowered.com/app/530290/The_Planet_of_the_Vicious_Creatures/,530290,action  adventure  indie,action  adventure  indie  retro  platformer  pixel graphics,singleplayer  full controller support,2.99
http://store.steampowered.com/app/661890/LOGistICAL__Egypt/,661890,casual  strategy,casual  strategy,singleplayer  downloadable content  steam achievements  steam cloud  stats  steam leaderboards,1.99
http://store.steampowered.com/app/569247/Stern_Pinball_Arcade_Phantom_of_the_Opera/,569247,casual  simulation,casual  simulation,singleplayer  local multiplayer  downloadable content  steam achievements  full controller support  steam cloud,4.99
http://store.steampowered.com/app/451680/C14_Dating_Wallpapers_and_Official_Soundtrack/,451680,adventure  casual  indie,adventure  indie  casual,singleplayer  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud,4.99
http://store.steampowered.com/app/756900/The_Center/,756900,no info available,movie,captions available,2.99
http://store.steampowered.com/app/560760/Sacra_Terra_Kiss_of_Death_Collectors_Edition/,560760,adventure  casual,adventure  casual  hidden object,singleplayer  steam achievements  steam trading cards,9.99
http://store.steampowered.com/app/250400/How_to_Survive/,250400,action  adventure  rpg,zombies  survival  crafting  action  coop  rpg  multiplayer  online coop  local coop  adventure  hack and slash  survival horror  open world  postapocalyptic  third person  singleplayer  gore  comedy  indie  funny,singleplayer  multiplayer  coop  shared/split screen  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,14.99
http://store.steampowered.com/app/766700/PearsAndGrayWitch/,766700,action  adventure  casual  indie  rpg,action  adventure  casual  indie  rpg,singleplayer,4.99
http://store.steampowered.com/app/493780/Nightork_Adventures__Beyond_the_Moons_of_Shadalee/,493780,action  indie  simulation,action  indie  simulation,singleplayer  steam achievements  steam trading cards  steam workshop  includes level editor,1.99
http://store.steampowered.com/app/419040/Hard_West_Soundtrack/,419040,adventure  indie  rpg  strategy,strategy  adventure  rpg  indie,singleplayer  downloadable content  full controller support  steam cloud,9.99
http://store.steampowered.com/app/473590/1979_Revolution_Black_Friday_Original_Soundtrack/,473590,adventure  indie,adventure  indie  music  great soundtrack  cinematic,singleplayer  downloadable content,5.99
http://store.steampowered.com/app/661820/IFO/,661820,action  casual  indie,indie  casual  action  shoot 'em up,singleplayer  steam achievements  full controller support  steam leaderboards,3.99
http://store.steampowered.com/app/701440/Phantom_Jump/,701440,indie,indie  platformer  difficult  2d,singleplayer  online multiplayer  steam achievements  full controller support  steam cloud  steam leaderboards,9.99
http://store.steampowered.com/app/457088/FSX_Steam_Edition__Snderborg_Airport_AddOn/,457088,simulation,simulation,singleplayer  multiplayer  downloadable content  partial controller support,12.99
http://store.steampowered.com/app/462530/8i__Make_VR_Human/,462530,no info available,adventure  vr,singleplayer  partial controller support  htc vive  oculus rift  tracked motion controllers  gamepad  keyboard / mouse  seated  standing  roomscale,Cooming Soon
http://store.steampowered.com/app/437020/WITCHBOT_MEGLILO/,437020,action  indie,indie  action  shoot 'em up  anime  bullet hell  singleplayer  arcade  2d  female protagonist  pixel graphics  shooter  casual  cute  difficult  topdown  mechs  handdrawn  fantasy  surreal  retro,singleplayer  steam achievements  steam trading cards  partial controller support,5.99
http://store.steampowered.com/app/626541/FateEXTELLA__Mr_Lis_Ruffian_GetUp/,626541,action,action,singleplayer  downloadable content  partial controller support,1.99
http://store.steampowered.com/app/449130/Engage/,449130,no info available,early access  education  software training  utilities,full controller support  htc vive  oculus rift  tracked motion controllers  gamepad  keyboard / mouse  seated  standing  roomscale,Free to Play
http://store.steampowered.com/app/566930/Rescue_Team_6_Collectors_Edition/,566930,casual,casual,singleplayer,5.99
http://store.steampowered.com/app/258395/Rocksmith_2014__Muse__Stockholm_Syndrome/,258395,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,2.99
http://store.steampowered.com/app/65217/Train_Simulator_Class_156_Loco_AddOn/,65217,simulation,simulation  trains  atmospheric  trackir  realistic  family friendly  sandbox  physics  open world,singleplayer  downloadable content,19.99
http://store.steampowered.com/app/329930/Life_is_Strange__Episode_5/,329930,action  adventure,adventure  action  story rich  great soundtrack  female protagonist  atmospheric  choices matter,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud,19.99
http://store.steampowered.com/app/488150/Octoshield_VR/,488150,no info available,early access  sports  action  indie  simulation  vr,singleplayer  steam cloud  htc vive  tracked motion controllers  standing  roomscale,4.99
http://store.steampowered.com/app/429870/XenoShyft__Grafting_Lab/,429870,casual  indie  strategy,strategy  indie  casual,singleplayer  multiplayer  coop  shared/split screen  crossplatform multiplayer  downloadable content  steam achievements  steam trading cards  steam cloud  stats,0.99
http://store.steampowered.com/app/295173/BR_Blue_Class_20_AddOn_Livery/,295173,simulation,simulation,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  steam leaderboards,4.99
http://store.steampowered.com/app/458100/Fantasy_Tales_Online__Frontier_Pack/,458100,free to play  indie  massively multiplayer  rpg,rpg  massively multiplayer  indie  free to play,mmo  downloadable content  steam achievements  inapp purchases,19.99
http://store.steampowered.com/app/586470/Casino_Noir/,586470,adventure  indie,adventure  indie  noir,singleplayer  steam trading cards,4.99
http://store.steampowered.com/app/250050/Life_Goes_On_Done_to_Death/,250050,action  adventure  casual  indie,indie  casual  puzzle  platformer  funny  singleplayer  puzzleplatformer  dark humor  adventure  comedy  action  2.5d  fantasy  side scroller  2d  physics  controller  family friendly  great soundtrack  atmospheric,singleplayer  steam achievements  full controller support  steam trading cards  steam cloud,12.99
http://store.steampowered.com/app/219446/Aliens_Colonial_Marines_SHARP_Sticks/,219446,action,action,singleplayer  multiplayer  coop  downloadable content  steam achievements  full controller support,29.99
http://store.steampowered.com/app/295770/Rogue_Shooter_The_FPS_Roguelike/,295770,action,roguelike  fps  action  roguelite  shooter  indie  singleplayer  retro  rpg,singleplayer,4.99
http://store.steampowered.com/app/610810/Your_Friend_Hana/,610810,adventure  casual  indie  simulation,anime  casual  simulation  adventure  indie  cute  memes  singleplayer  visual novel  funny  story rich  comedy  replay value,singleplayer  steam achievements  steam trading cards,0.99
http://store.steampowered.com/app/432170/Silver_Knight/,432170,action  adventure  casual  indie  rpg  early access,early access  action  adventure  rpg  indie  casual,singleplayer  steam trading cards,1.99
http://store.steampowered.com/app/590250/The_Frontier_Outskirts_VR/,590250,no info available,early access  action  simulation  adventure  indie  vr,singleplayer  htc vive  tracked motion controllers  roomscale,9.99
http://store.steampowered.com/app/277671/Call_of_Duty_Ghosts__Elias_Special_Character/,277671,action,action,singleplayer  multiplayer  coop  downloadable content  steam achievements  full controller support  steam cloud  valve anticheat enabled  steam leaderboards,1.99
http://store.steampowered.com/app/231459/CoH_2__German_Commander_Fortified_Armor_Doctrine/,231459,strategy,strategy,singleplayer  multiplayer  downloadable content  steam achievements  stats  steam leaderboards,2.99
